transfer_created_by_customer_time,transfer_received_by_tw_time,transfer_converted_time,transfer_sent_out_by_tw_time,transfer_delivered_to_customer_time,payment_method
1/4/2015 17:34:57,1/6/2015 11:16:11,1/6/2015 11:25:46,1/6/2015 11:33:10,1/6/2015 11:48:10,A
11/25/2015 0:40:10,11/27/2015 10:47:09,11/27/2015 11:04:31,11/27/2015 11:14:17,11/27/2015 11:29:17,A
10/29/2015 20:25:19,11/2/2015 13:40:02,11/2/2015 13:45:19,11/2/2015 14:02:00,11/2/2015 14:17:00,A
10/7/2015 18:55:18,10/9/2015 11:58:40,10/9/2015 12:25:59,10/9/2015 12:32:04,10/9/2015 12:47:04,A
2/26/2015 19:30:51,3/2/2015 13:14:50,3/2/2015 13:22:02,3/2/2015 13:51:46,3/2/2015 14:06:46,A
7/14/2015 10:31:12,7/16/2015 12:45:01,7/16/2015 13:05:21,7/16/2015 13:17:05,7/16/2015 13:32:05,A
7/19/2015 20:57:28,7/21/2015 12:56:39,7/21/2015 12:59:31,7/21/2015 13:16:03,7/21/2015 13:31:03,A
11/8/2015 17:13:01,11/10/2015 11:45:01,11/10/2015 11:51:35,11/10/2015 12:18:00,11/10/2015 12:33:00,A
3/8/2015 11:32:04,3/10/2015 10:54:51,3/10/2015 11:17:04,3/10/2015 11:24:36,3/10/2015 11:39:36,A
1/7/2015 20:50:49,1/13/2015 9:00:11,1/13/2015 9:01:30,1/13/2015 9:08:10,1/13/2015 9:23:10,A
3/15/2015 13:33:50,3/17/2015 11:04:23,3/17/2015 11:59:12,3/17/2015 12:21:01,3/17/2015 12:36:01,A
5/5/2015 13:38:42,5/7/2015 12:39:39,5/7/2015 13:11:34,5/7/2015 13:25:44,5/7/2015 13:40:44,A
6/26/2015 8:15:24,6/29/2015 11:55:07,6/29/2015 13:04:56,6/29/2015 13:17:04,6/29/2015 13:32:04,A
5/7/2015 19:43:40,5/11/2015 11:59:19,5/11/2015 12:07:14,5/11/2015 12:24:36,5/11/2015 12:39:36,A
7/8/2015 0:04:40,7/10/2015 12:50:01,7/10/2015 13:06:41,7/10/2015 13:19:06,7/10/2015 13:34:06,A
12/9/2015 8:44:34,12/11/2015 11:38:01,12/11/2015 12:02:54,12/11/2015 12:18:00,12/11/2015 12:33:00,A
1/2/2015 10:41:40,1/6/2015 11:15:47,1/6/2015 11:25:45,1/6/2015 11:33:24,1/6/2015 11:48:24,A
10/20/2015 0:46:47,10/22/2015 12:55:01,10/22/2015 13:09:51,10/22/2015 13:20:02,10/22/2015 13:35:02,A
4/4/2015 15:07:50,4/8/2015 11:02:01,4/8/2015 11:41:00,4/8/2015 11:53:17,4/8/2015 12:08:17,A
11/17/2015 22:20:58,11/19/2015 11:50:01,11/19/2015 12:42:45,11/19/2015 12:50:09,11/19/2015 13:05:09,A
5/4/2015 10:02:08,5/6/2015 11:23:54,5/6/2015 12:08:42,5/6/2015 12:15:45,5/6/2015 12:30:45,A
10/12/2015 11:49:35,10/14/2015 12:50:00,10/14/2015 13:04:11,10/14/2015 13:27:05,10/14/2015 13:42:05,A
1/17/2015 16:37:07,1/25/2015 19:00:15,1/25/2015 20:12:24,1/25/2015 20:24:24,1/25/2015 20:39:24,A
8/10/2015 1:32:23,8/25/2015 13:28:11,8/25/2015 13:58:44,8/25/2015 14:05:01,8/25/2015 14:20:01,A
10/27/2015 5:35:01,11/2/2015 16:40:00,11/2/2015 17:11:30,11/2/2015 19:16:15,11/2/2015 19:31:15,A
3/30/2015 6:53:08,4/1/2015 8:34:12,4/1/2015 8:43:35,4/1/2015 9:02:11,4/1/2015 9:17:11,A
11/29/2015 16:05:14,12/1/2015 11:48:10,12/1/2015 12:00:51,12/1/2015 12:13:00,12/1/2015 12:28:00,A
10/8/2015 9:42:26,10/12/2015 14:10:03,10/13/2015 10:27:38,10/13/2015 10:40:04,10/13/2015 10:55:04,A
2/7/2015 17:06:38,2/7/2015 19:36:30,2/8/2015 9:40:54,2/8/2015 9:59:04,2/8/2015 10:14:04,A
1/15/2015 14:46:22,1/19/2015 11:57:52,1/19/2015 12:54:01,1/19/2015 13:08:11,1/19/2015 13:23:11,A
4/9/2015 15:24:17,4/13/2015 12:17:12,4/13/2015 12:49:25,4/13/2015 13:37:40,4/13/2015 13:52:40,A
11/24/2015 13:14:44,11/27/2015 10:41:46,11/27/2015 10:55:34,11/27/2015 11:14:17,11/27/2015 11:29:17,A
6/26/2015 11:23:14,6/30/2015 15:33:27,6/30/2015 16:01:48,6/30/2015 16:18:00,6/30/2015 16:33:00,A
9/28/2015 17:55:44,9/30/2015 16:50:03,9/30/2015 16:56:58,9/30/2015 17:09:00,9/30/2015 17:24:00,A
1/28/2015 20:42:34,1/30/2015 10:48:26,1/30/2015 11:30:13,1/30/2015 11:48:22,1/30/2015 12:03:22,A
8/10/2015 10:37:20,8/11/2015 12:15:07,8/11/2015 12:27:51,8/11/2015 12:36:04,8/11/2015 12:51:04,A
9/4/2015 17:49:43,9/8/2015 12:10:07,9/8/2015 12:21:43,9/8/2015 12:41:14,9/8/2015 12:56:14,A
11/10/2015 7:27:15,11/16/2015 13:45:03,11/16/2015 13:59:08,11/16/2015 14:05:02,11/16/2015 14:20:02,A
3/31/2015 7:32:01,4/2/2015 10:23:51,4/2/2015 14:56:10,4/2/2015 16:33:12,4/2/2015 16:48:12,A
3/16/2015 22:41:24,3/18/2015 11:37:31,3/18/2015 12:20:34,3/18/2015 12:39:49,3/18/2015 12:54:49,A
1/30/2015 11:30:05,2/4/2015 16:12:45,2/4/2015 17:06:04,2/4/2015 17:12:08,2/4/2015 17:27:08,A
9/24/2015 19:52:06,9/28/2015 12:45:08,9/28/2015 12:48:29,9/28/2015 13:00:08,9/28/2015 13:15:08,A
8/3/2015 11:49:37,8/5/2015 13:00:01,8/5/2015 13:20:46,8/5/2015 13:34:08,8/5/2015 13:49:08,A
6/27/2015 11:21:12,6/30/2015 15:25:11,6/30/2015 16:01:42,6/30/2015 16:18:00,6/30/2015 16:33:00,A
10/24/2015 18:08:56,10/27/2015 11:45:12,10/27/2015 11:54:42,10/27/2015 12:01:02,10/27/2015 12:16:02,A
3/10/2015 11:09:11,3/11/2015 12:43:54,3/11/2015 13:06:16,3/11/2015 13:19:22,3/11/2015 13:34:22,A
7/22/2015 22:11:53,8/3/2015 8:59:50,8/3/2015 9:19:39,8/3/2015 9:51:00,8/3/2015 10:06:00,A
1/15/2015 19:08:45,1/19/2015 11:59:20,1/19/2015 12:54:02,1/19/2015 13:07:45,1/19/2015 13:22:45,A
11/22/2015 23:20:38,11/25/2015 10:49:31,11/25/2015 10:53:37,11/25/2015 11:00:02,11/25/2015 11:15:02,A
8/21/2015 6:13:11,8/25/2015 13:05:02,8/25/2015 13:12:19,8/25/2015 13:35:00,8/25/2015 13:50:00,A
11/30/2015 7:26:16,12/1/2015 11:48:03,12/1/2015 12:00:51,12/1/2015 12:13:05,12/1/2015 12:28:05,A
3/31/2015 7:51:40,4/2/2015 10:22:50,4/2/2015 14:56:10,4/2/2015 16:33:43,4/2/2015 16:48:43,A
2/14/2015 16:46:43,2/17/2015 11:21:52,2/17/2015 11:33:46,2/17/2015 11:43:59,2/17/2015 11:58:59,A
9/12/2015 21:02:17,9/15/2015 12:10:07,9/15/2015 12:17:38,9/15/2015 12:32:00,9/15/2015 12:47:00,A
3/9/2015 19:11:40,3/11/2015 12:44:12,3/11/2015 13:07:34,3/11/2015 13:19:18,3/11/2015 13:34:18,A
6/23/2015 17:17:03,6/25/2015 12:50:01,6/25/2015 12:58:50,6/25/2015 13:10:01,6/25/2015 13:25:01,A
7/25/2015 0:05:07,7/28/2015 13:10:05,7/28/2015 13:17:53,7/28/2015 13:25:03,7/28/2015 13:40:03,A
10/7/2015 8:10:50,10/8/2015 11:55:05,10/8/2015 12:12:16,10/8/2015 12:30:28,10/8/2015 12:45:28,A
6/1/2015 19:39:03,6/3/2015 11:55:05,6/3/2015 12:39:40,6/3/2015 12:59:02,6/3/2015 13:14:02,A
8/19/2015 15:54:00,8/21/2015 12:45:01,8/21/2015 12:57:14,8/21/2015 13:07:03,8/21/2015 13:22:03,A
2/4/2015 16:13:59,2/11/2015 19:27:40,2/11/2015 19:56:32,2/11/2015 20:05:17,2/11/2015 20:20:17,A
5/13/2015 22:38:51,5/18/2015 11:18:03,5/18/2015 13:41:02,5/18/2015 13:55:01,5/18/2015 14:10:01,A
1/15/2015 11:13:16,1/19/2015 11:54:22,1/19/2015 12:53:58,1/19/2015 13:07:55,1/19/2015 13:22:55,A
2/2/2015 12:52:18,2/4/2015 11:02:46,2/4/2015 11:19:09,2/4/2015 11:30:28,2/4/2015 11:45:28,A
3/2/2015 20:38:06,3/4/2015 11:51:51,3/4/2015 11:59:37,3/4/2015 12:15:18,3/4/2015 12:30:18,A
12/7/2015 22:28:39,12/9/2015 11:45:16,12/9/2015 12:30:33,12/9/2015 12:50:15,12/9/2015 13:05:15,A
4/20/2015 14:17:24,4/22/2015 12:04:24,4/22/2015 12:05:16,4/22/2015 12:24:20,4/22/2015 12:39:20,A
9/23/2015 10:57:15,9/25/2015 11:45:02,9/25/2015 11:54:42,9/25/2015 12:11:02,9/25/2015 12:26:02,A
9/3/2015 16:21:34,9/7/2015 11:00:09,9/7/2015 11:03:51,9/7/2015 12:13:36,9/7/2015 12:28:36,A
5/12/2015 15:29:24,5/14/2015 12:39:47,5/14/2015 12:41:47,5/14/2015 12:52:01,5/14/2015 13:07:01,A
9/27/2015 13:23:25,9/29/2015 13:07:18,9/29/2015 18:53:02,9/29/2015 18:58:12,9/29/2015 19:13:12,A
11/6/2015 5:08:50,11/9/2015 12:30:02,11/9/2015 12:36:01,11/9/2015 12:49:00,11/9/2015 13:04:00,A
8/1/2015 21:26:39,8/4/2015 12:55:02,8/4/2015 13:02:17,8/4/2015 13:12:00,8/4/2015 13:27:00,A
8/28/2015 23:08:59,9/1/2015 11:50:08,9/1/2015 11:54:33,9/1/2015 12:06:04,9/1/2015 12:21:04,A
1/27/2015 15:35:45,1/29/2015 11:57:02,1/29/2015 13:14:05,1/29/2015 13:33:08,1/29/2015 13:48:08,A
11/25/2015 9:12:43,11/27/2015 10:41:31,11/27/2015 11:04:31,11/27/2015 11:14:15,11/27/2015 11:29:15,A
9/21/2015 20:04:19,9/23/2015 13:05:04,9/28/2015 18:57:35,9/28/2015 19:04:10,9/28/2015 19:19:10,A
6/25/2015 17:43:29,6/29/2015 11:55:00,6/29/2015 12:09:02,6/29/2015 12:22:03,6/29/2015 12:37:03,A
4/14/2015 20:26:06,4/16/2015 10:52:04,4/16/2015 11:21:23,4/16/2015 11:30:50,4/16/2015 11:45:50,A
7/21/2015 22:06:59,7/23/2015 13:34:32,7/23/2015 13:35:42,7/23/2015 13:55:00,7/23/2015 14:10:00,A
9/8/2015 14:51:26,9/10/2015 13:00:00,9/10/2015 13:00:54,9/10/2015 13:13:16,9/10/2015 13:28:16,A
1/4/2015 20:38:30,1/6/2015 11:15:51,1/6/2015 11:25:45,1/6/2015 11:33:24,1/6/2015 11:48:24,A
3/24/2015 21:50:38,3/30/2015 10:00:18,3/30/2015 10:40:47,3/30/2015 11:09:04,3/30/2015 11:24:04,A
1/11/2015 8:20:30,1/13/2015 11:04:57,1/13/2015 11:50:13,1/13/2015 11:55:13,1/13/2015 12:10:13,A
9/21/2015 10:23:23,9/22/2015 11:38:30,9/22/2015 11:47:35,9/22/2015 12:10:05,9/22/2015 12:25:05,A
12/23/2015 11:13:39,12/29/2015 13:38:01,12/29/2015 13:52:59,12/29/2015 14:01:04,12/29/2015 14:16:04,A
12/6/2015 12:13:02,12/8/2015 11:38:04,12/8/2015 11:52:12,12/8/2015 12:04:04,12/8/2015 12:19:04,A
6/1/2015 19:34:43,6/3/2015 11:55:07,6/3/2015 12:39:40,6/3/2015 12:59:02,6/3/2015 13:14:02,A
8/22/2015 17:19:09,8/25/2015 13:05:07,8/25/2015 13:12:19,8/25/2015 13:35:02,8/25/2015 13:50:02,A
12/21/2015 14:29:38,12/23/2015 11:44:05,12/23/2015 11:55:02,12/23/2015 12:04:03,12/23/2015 12:19:03,A
10/2/2015 13:41:05,10/6/2015 12:05:01,10/6/2015 12:25:09,10/6/2015 12:33:04,10/6/2015 12:48:04,A
9/29/2015 10:28:39,10/1/2015 14:00:05,10/1/2015 14:16:47,10/1/2015 14:35:03,10/1/2015 14:50:03,A
5/7/2015 7:05:54,5/11/2015 11:57:05,5/12/2015 10:56:30,5/12/2015 11:10:00,5/12/2015 11:25:00,A
9/28/2015 12:47:28,9/30/2015 16:50:11,9/30/2015 16:56:58,9/30/2015 17:09:03,9/30/2015 17:24:03,A
9/30/2015 22:13:45,10/1/2015 16:10:41,10/1/2015 16:14:41,10/1/2015 16:41:29,10/1/2015 16:56:29,C
1/31/2015 13:59:57,2/3/2015 11:46:24,2/3/2015 14:26:32,2/3/2015 14:45:00,2/3/2015 15:00:00,A
5/3/2015 10:29:35,5/5/2015 12:55:02,5/6/2015 14:59:33,5/6/2015 15:33:04,5/6/2015 15:48:04,A
7/8/2015 11:31:23,7/9/2015 12:49:40,7/9/2015 13:03:22,7/9/2015 13:17:05,7/9/2015 13:32:05,A
7/28/2015 11:44:25,7/29/2015 12:00:11,7/29/2015 12:41:57,7/29/2015 12:50:10,7/29/2015 13:05:10,A
7/21/2015 18:02:08,7/23/2015 13:30:02,7/23/2015 13:35:42,7/23/2015 13:55:02,7/23/2015 14:10:02,A
5/22/2015 10:30:01,5/27/2015 11:45:10,5/27/2015 12:07:21,5/27/2015 13:47:40,5/27/2015 14:02:40,A
11/20/2015 9:40:23,11/24/2015 11:50:07,11/24/2015 11:55:28,11/24/2015 12:15:03,11/24/2015 12:30:03,A
6/7/2015 20:00:55,6/9/2015 12:02:30,6/9/2015 12:16:06,6/9/2015 12:22:04,6/9/2015 12:37:04,A
7/27/2015 12:21:11,7/29/2015 12:00:11,7/29/2015 12:41:57,7/29/2015 12:50:09,7/29/2015 13:05:09,A
10/19/2015 16:52:38,10/20/2015 7:11:46,10/20/2015 7:21:41,10/20/2015 7:47:03,10/20/2015 8:02:03,C
8/2/2015 16:32:39,8/4/2015 12:55:09,8/4/2015 13:02:17,8/4/2015 13:12:02,8/4/2015 13:27:02,A
3/25/2015 13:33:45,3/27/2015 12:14:29,3/27/2015 13:09:13,3/27/2015 13:29:34,3/27/2015 13:44:34,A
2/28/2015 16:50:23,3/11/2015 15:22:44,3/11/2015 15:41:13,3/11/2015 15:54:39,3/11/2015 16:09:39,A
7/6/2015 6:07:56,7/8/2015 13:25:32,7/8/2015 14:03:54,7/8/2015 14:13:00,7/8/2015 14:28:00,C
9/11/2015 12:00:20,9/15/2015 16:50:00,9/15/2015 16:52:26,9/15/2015 17:00:16,9/15/2015 17:15:16,A
9/22/2015 14:51:56,9/24/2015 13:00:02,9/29/2015 17:20:25,9/29/2015 17:30:15,9/29/2015 17:45:15,A
2/2/2015 15:24:43,2/4/2015 11:03:44,2/4/2015 11:19:51,2/4/2015 11:30:25,2/4/2015 11:45:25,A
3/16/2015 12:20:23,3/17/2015 11:01:31,3/17/2015 11:59:12,3/17/2015 12:21:14,3/17/2015 12:36:14,A
7/13/2015 9:04:28,7/14/2015 12:40:03,7/14/2015 13:10:29,7/14/2015 13:16:03,7/14/2015 13:31:03,A
4/26/2015 0:58:21,4/28/2015 11:40:04,4/28/2015 12:15:36,4/28/2015 12:31:20,4/28/2015 12:46:20,A
1/15/2015 14:11:29,1/20/2015 12:46:34,1/20/2015 13:09:59,1/20/2015 17:42:07,1/20/2015 17:57:07,A
3/16/2015 17:27:52,3/18/2015 11:36:18,3/18/2015 12:20:34,3/18/2015 12:38:59,3/18/2015 12:53:59,A
1/7/2015 13:18:15,1/9/2015 10:33:42,1/9/2015 16:11:53,1/9/2015 16:17:25,1/9/2015 16:32:25,A
1/24/2015 15:46:22,1/27/2015 11:20:38,1/28/2015 13:34:54,1/28/2015 13:52:18,1/28/2015 14:07:18,A
12/8/2015 21:49:46,12/10/2015 12:54:51,12/10/2015 13:06:03,12/10/2015 13:12:00,12/10/2015 13:27:00,A
10/13/2015 9:58:17,10/13/2015 10:01:03,10/13/2015 10:09:40,10/13/2015 10:40:02,10/13/2015 10:55:02,B
8/13/2015 7:36:03,8/17/2015 11:45:09,8/17/2015 12:06:55,8/17/2015 12:19:09,8/17/2015 12:34:09,A
1/21/2015 18:26:14,1/23/2015 11:06:43,1/23/2015 12:03:16,1/23/2015 12:21:25,1/23/2015 12:36:25,A
3/25/2015 15:02:39,3/27/2015 12:15:06,3/27/2015 13:09:13,3/27/2015 13:29:46,3/27/2015 13:44:46,A
9/25/2015 19:08:48,9/29/2015 13:02:22,9/29/2015 13:07:10,9/29/2015 13:20:16,9/29/2015 13:35:16,A
12/31/2015 9:38:14,12/31/2015 9:44:34,12/31/2015 10:04:21,12/31/2015 10:11:01,12/31/2015 10:26:01,B
8/28/2015 13:59:19,9/1/2015 12:38:45,9/1/2015 12:39:48,9/1/2015 13:13:04,9/1/2015 13:28:04,A
4/22/2015 16:03:30,4/28/2015 21:17:00,4/29/2015 7:00:12,4/29/2015 7:23:45,4/29/2015 7:38:45,A
5/26/2015 6:59:27,5/27/2015 11:45:15,5/27/2015 12:07:23,5/27/2015 13:47:06,5/27/2015 14:02:06,A
12/30/2015 7:47:01,12/30/2015 7:49:36,12/30/2015 7:50:36,12/30/2015 8:25:00,12/30/2015 8:40:00,B
8/20/2015 10:17:40,8/25/2015 9:09:21,8/25/2015 9:16:10,8/25/2015 9:43:00,8/25/2015 9:58:00,A
11/30/2015 10:13:03,12/2/2015 11:58:33,12/2/2015 12:21:53,12/2/2015 12:37:08,12/2/2015 12:52:08,A
3/17/2015 14:09:18,4/10/2015 12:10:41,4/10/2015 13:15:52,4/10/2015 13:46:52,4/10/2015 14:01:52,A
9/15/2015 9:22:40,9/23/2015 13:05:02,9/23/2015 13:20:19,9/23/2015 13:28:25,9/23/2015 13:43:25,A
10/26/2015 12:40:26,10/28/2015 11:45:06,10/28/2015 12:04:49,10/28/2015 12:18:42,10/28/2015 12:33:42,A
5/8/2015 7:38:56,5/11/2015 11:56:37,5/11/2015 11:58:32,5/11/2015 12:24:25,5/11/2015 12:39:25,A
7/29/2015 11:30:08,7/31/2015 15:15:03,7/31/2015 15:18:07,7/31/2015 15:24:01,7/31/2015 15:39:01,A
1/27/2015 11:09:12,1/28/2015 12:21:30,1/28/2015 12:23:42,1/28/2015 12:33:10,1/28/2015 12:48:10,A
6/3/2015 8:16:22,6/4/2015 11:55:00,6/4/2015 12:36:50,6/4/2015 14:50:28,6/4/2015 15:05:28,A
9/7/2015 21:56:25,9/9/2015 14:05:00,9/9/2015 14:29:25,9/9/2015 14:43:13,9/9/2015 14:58:13,A
1/15/2015 12:55:08,1/26/2015 8:45:38,1/26/2015 9:28:07,1/26/2015 9:41:31,1/26/2015 9:56:31,C
12/14/2015 10:06:46,12/21/2015 10:55:06,12/21/2015 11:06:45,12/21/2015 11:16:00,12/21/2015 11:31:00,A
10/23/2015 11:57:03,10/27/2015 11:45:04,10/27/2015 11:54:42,10/27/2015 12:01:09,10/27/2015 12:16:09,A
2/13/2015 17:30:45,2/17/2015 11:25:20,2/17/2015 11:34:30,2/17/2015 11:44:04,2/17/2015 11:59:04,A
6/16/2015 16:57:16,6/18/2015 12:50:02,6/18/2015 12:57:33,6/18/2015 13:40:00,6/18/2015 13:55:00,A
10/26/2015 10:35:42,10/27/2015 12:04:37,10/27/2015 12:27:17,10/27/2015 12:44:04,10/27/2015 12:59:04,A
11/17/2015 16:39:49,11/19/2015 11:50:02,11/19/2015 12:42:45,11/19/2015 12:50:09,11/19/2015 13:05:09,A
6/27/2015 19:10:28,6/30/2015 15:25:02,6/30/2015 16:01:42,6/30/2015 0:00:00,6/30/2015 0:15:00,A
8/5/2015 10:37:03,8/6/2015 12:51:43,8/7/2015 12:49:35,8/7/2015 13:12:00,8/7/2015 13:27:00,A
5/26/2015 7:29:08,5/28/2015 12:35:07,5/28/2015 12:39:22,5/28/2015 12:48:00,5/28/2015 13:03:00,A
9/17/2015 14:24:28,9/21/2015 14:36:01,9/21/2015 14:40:54,9/21/2015 15:04:50,9/21/2015 15:19:50,A
12/19/2015 21:49:11,12/22/2015 10:41:08,12/22/2015 11:11:05,12/22/2015 11:25:04,12/22/2015 11:40:04,A
2/25/2015 12:11:57,2/27/2015 12:21:25,2/27/2015 12:36:17,2/27/2015 12:48:18,2/27/2015 13:03:18,A
11/27/2015 9:38:36,12/1/2015 11:48:04,12/1/2015 12:00:51,12/1/2015 12:13:03,12/1/2015 12:28:03,A
9/21/2015 14:08:32,9/21/2015 14:10:08,9/21/2015 14:13:39,9/21/2015 14:36:08,9/21/2015 14:51:08,B
6/16/2015 17:54:45,6/19/2015 13:03:28,6/19/2015 13:22:10,6/19/2015 13:29:00,6/19/2015 13:44:00,A
9/26/2015 8:44:22,9/29/2015 13:02:26,9/29/2015 13:07:10,9/29/2015 13:20:11,9/29/2015 13:35:11,A
9/14/2015 17:04:28,9/16/2015 13:56:58,9/16/2015 14:21:56,9/16/2015 14:41:28,9/16/2015 14:56:28,A
4/9/2015 9:22:15,4/10/2015 13:02:16,4/10/2015 13:15:52,4/10/2015 13:47:48,4/10/2015 14:02:48,A
9/8/2015 13:34:24,9/10/2015 13:00:03,9/10/2015 13:00:54,9/10/2015 13:13:39,9/10/2015 13:28:39,A
7/4/2015 11:53:12,7/7/2015 12:44:59,7/7/2015 13:13:37,7/7/2015 13:21:01,7/7/2015 13:36:01,A
8/31/2015 21:09:56,9/2/2015 13:20:02,9/2/2015 13:41:21,9/2/2015 13:49:07,9/2/2015 14:04:07,A
12/9/2015 20:26:46,12/11/2015 11:38:05,12/11/2015 12:02:54,12/11/2015 12:18:04,12/11/2015 12:33:04,A
1/16/2015 9:34:19,1/20/2015 12:41:56,1/20/2015 13:07:52,1/20/2015 17:24:39,1/20/2015 17:39:39,A
9/27/2015 18:42:39,9/29/2015 13:02:20,9/30/2015 13:09:21,9/30/2015 13:42:00,9/30/2015 13:57:00,A
5/18/2015 21:26:14,5/20/2015 11:13:11,5/20/2015 11:48:30,5/20/2015 11:59:11,5/20/2015 12:14:11,A
12/1/2015 10:56:40,12/3/2015 11:55:03,12/3/2015 11:57:58,12/3/2015 12:06:03,12/3/2015 12:21:03,A
9/28/2015 10:40:01,9/29/2015 13:02:36,9/29/2015 13:07:10,9/29/2015 13:20:11,9/29/2015 13:35:11,A
11/16/2015 21:34:35,11/18/2015 12:45:03,11/18/2015 12:54:34,11/18/2015 13:05:04,11/18/2015 13:20:04,A
1/26/2015 8:19:45,1/28/2015 12:20:22,1/29/2015 19:33:08,1/29/2015 19:40:07,1/29/2015 19:55:07,A
3/20/2015 7:28:42,3/23/2015 11:37:18,3/23/2015 12:08:17,3/23/2015 12:21:52,3/23/2015 12:36:52,A
10/20/2015 7:50:17,10/21/2015 13:48:19,10/21/2015 13:49:20,10/21/2015 14:00:13,10/21/2015 14:15:13,C
1/26/2015 12:00:10,1/29/2015 13:35:42,1/30/2015 14:50:18,1/30/2015 16:43:39,1/30/2015 16:58:39,A
4/7/2015 8:32:38,4/9/2015 12:49:28,4/9/2015 13:06:16,4/9/2015 13:32:29,4/9/2015 13:47:29,A
6/16/2015 19:21:19,6/18/2015 12:50:02,6/18/2015 13:11:58,6/18/2015 13:40:02,6/18/2015 13:55:02,A
4/14/2015 20:59:55,4/16/2015 10:51:41,4/16/2015 11:21:23,4/16/2015 11:30:31,4/16/2015 11:45:31,A
6/25/2015 20:32:47,6/29/2015 11:55:05,6/29/2015 12:09:02,6/29/2015 12:22:05,6/29/2015 12:37:05,A
11/26/2015 20:32:23,11/30/2015 11:52:02,11/30/2015 12:10:39,11/30/2015 12:26:00,11/30/2015 12:41:00,A
11/26/2015 16:58:01,11/30/2015 11:52:00,11/30/2015 12:10:39,11/30/2015 12:26:02,11/30/2015 12:41:02,A
10/20/2015 19:52:38,10/22/2015 12:55:03,10/22/2015 13:09:51,10/22/2015 13:20:02,10/22/2015 13:35:02,A
12/22/2015 22:31:15,12/24/2015 10:38:23,12/25/2015 7:01:51,12/25/2015 7:34:08,12/25/2015 7:49:08,A
3/31/2015 11:37:13,4/1/2015 11:57:30,4/1/2015 12:48:43,4/1/2015 13:00:28,4/1/2015 13:15:28,A
3/2/2015 19:30:29,3/6/2015 10:47:41,3/6/2015 11:08:38,3/6/2015 11:19:26,3/6/2015 11:34:26,A
8/7/2015 14:59:29,8/11/2015 12:15:06,8/13/2015 16:19:27,8/13/2015 16:30:00,8/13/2015 16:45:00,A
8/14/2015 19:27:44,8/18/2015 12:50:03,8/18/2015 13:08:25,8/18/2015 13:31:01,8/18/2015 13:46:01,A
6/4/2015 21:04:55,6/8/2015 14:50:07,6/9/2015 14:11:22,6/9/2015 14:23:02,6/9/2015 14:38:02,A
6/9/2015 17:28:09,6/11/2015 12:50:04,6/11/2015 12:58:59,6/11/2015 13:07:04,6/11/2015 13:22:04,A
9/26/2015 11:35:07,9/29/2015 13:02:26,9/29/2015 13:07:10,9/29/2015 13:20:18,9/29/2015 13:35:18,A
12/9/2015 9:08:23,12/11/2015 11:38:04,12/11/2015 12:02:54,12/11/2015 12:18:00,12/11/2015 12:33:00,A
6/29/2015 8:39:45,7/1/2015 12:55:00,7/1/2015 12:57:50,7/1/2015 13:23:02,7/1/2015 13:38:02,A
5/15/2015 10:53:59,5/18/2015 11:18:21,5/18/2015 11:37:44,5/18/2015 12:36:01,5/18/2015 12:51:01,A
5/9/2015 15:59:49,5/12/2015 11:57:33,5/12/2015 12:00:21,5/12/2015 12:12:04,5/12/2015 12:27:04,A
5/12/2015 10:28:29,5/18/2015 16:03:35,5/18/2015 16:25:50,5/18/2015 16:48:03,5/18/2015 17:03:03,A
2/15/2015 11:43:28,2/23/2015 7:27:59,2/23/2015 8:00:59,2/23/2015 8:15:56,2/23/2015 8:30:56,A
8/28/2015 14:08:26,9/1/2015 12:32:37,9/1/2015 12:39:48,9/1/2015 13:13:03,9/1/2015 13:28:03,A
7/1/2015 22:55:27,7/3/2015 11:55:00,7/6/2015 18:56:10,7/6/2015 19:04:00,7/6/2015 19:19:00,A
5/5/2015 9:20:52,5/7/2015 12:38:28,5/7/2015 13:11:34,5/7/2015 13:25:34,5/7/2015 13:40:34,A
8/13/2015 16:54:37,8/17/2015 11:45:06,8/17/2015 12:06:55,8/17/2015 12:19:08,8/17/2015 12:34:08,A
4/6/2015 15:16:44,4/8/2015 11:02:48,4/8/2015 11:41:00,4/8/2015 11:53:25,4/8/2015 12:08:25,A
11/19/2015 20:25:56,11/19/2015 20:27:07,11/19/2015 20:27:28,11/19/2015 20:38:00,11/19/2015 20:53:00,B
5/8/2015 6:16:29,5/11/2015 11:59:14,5/11/2015 12:07:14,5/11/2015 12:24:35,5/11/2015 12:39:35,A
9/28/2015 12:10:31,9/30/2015 16:55:55,9/30/2015 16:56:58,9/30/2015 17:09:03,9/30/2015 17:24:03,A
5/25/2015 12:49:08,5/27/2015 11:45:21,5/27/2015 12:07:23,5/27/2015 13:47:18,5/27/2015 14:02:18,A
4/24/2015 13:18:13,4/27/2015 9:09:45,4/27/2015 9:49:49,4/27/2015 12:05:54,4/27/2015 12:20:54,C
4/21/2015 11:24:30,4/23/2015 12:37:46,4/24/2015 14:12:03,4/24/2015 14:38:45,4/24/2015 14:53:45,A
4/2/2015 8:43:25,4/6/2015 11:01:38,4/6/2015 11:53:09,4/6/2015 11:59:51,4/6/2015 12:14:51,A
4/30/2015 21:31:15,5/5/2015 12:49:43,5/5/2015 13:14:35,5/5/2015 13:26:58,5/5/2015 13:41:58,A
